HGNC_symbol,HGNC_ID,Ensembl_ID,Ensembl_ID_status,Name_hgnc,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,DBD_lambert,TF_assessment_lambert,InLambert,GO_TF_biomart,InGO_TF,JASPAR_matrix_ids,InJASPAR,Mouse_Symbol,Ensembl_Mouse
ZNF43,,ENSG00000198521,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF430,,ENSG00000118620,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0021762,Y,,N,,
ZNF431,,ENSG00000196705,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0030154;GO:0000122;GO:0000978;GO:0045944;GO:0000976;GO:0003682;GO:0043433,Y,,N,,
ZNF432,,ENSG00000256087,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF433,,ENSG00000197647,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0000981;GO:0006357;GO:1990837;GO:0000977,Y,,N,,
ZNF436,,ENSG00000125945,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF438,,ENSG00000183621,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0045892;GO:0003700;GO:0043565,Y,,N,,
ZNF439,,ENSG00000171291,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF44,,ENSG00000197857,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006355;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF440,,ENSG00000171295,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF441,,ENSG00000197044,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF442,,ENSG00000198342,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF443,,ENSG00000180855,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0000977;GO:0006915,Y,,N,,
ZNF444,,ENSG00000167685,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0005515,Y,,N,,
ZNF445,,ENSG00000185219,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF446,,ENSG00000083838,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0005615;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:0042802,Y,,N,,
ZNF449,,ENSG00000173275,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0007284,Y,,N,,
ZNF45,,ENSG00000124459,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0003700,Y,,N,,
ZNF451,,ENSG00000112200,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0016605;GO:0016740;GO:0046872;GO:0005515;GO:0008270;GO:0005654;GO:0003714;GO:0000981;GO:0016925;GO:0043565;GO:0030512;GO:0061665;GO:0140416;GO:0060633,Y,,N,,
ZNF454,,ENSG00000178187,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0003690;GO:1990837,Y,,N,,
ZNF460,,ENSG00000197714,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0000978;GO:0000981;GO:0006357;GO:1990837,Y,,N,,
ZNF461,,ENSG00000197808,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF462,,ENSG00000148143,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF467,,ENSG00000181444,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0006355,Y,,N,,
ZNF468,,ENSG00000204604,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0010468;GO:0010558;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF469,,ENSG00000225614,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000122;GO:0003700;GO:1903053,Y,,N,,
ZNF470,,ENSG00000197016,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0016604;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF471,,ENSG00000196263,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF473,,ENSG00000142528,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF474,,ENSG00000164185,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF479,,ENSG00000185177,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF48,,ENSG00000180035,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF480,,ENSG00000198464,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0005515;GO:0008270;GO:0031981;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF483,,ENSG00000173258,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF484,,ENSG00000127081,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF485,,ENSG00000198298,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF486,,ENSG00000256229,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0070062;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF487,,ENSG00000243660,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0000977;GO:0000785,Y,,N,,
ZNF488,,ENSG00000265763,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF490,,ENSG00000188033,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF491,,ENSG00000177599,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF492,,ENSG00000229676,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0001227;GO:0000122;GO:0006357,Y,,N,,
ZNF493,,ENSG00000196268,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF496,,ENSG00000162714,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0045893;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF497,,ENSG00000174586,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0043565;GO:0006357;GO:0045892;GO:0003700,Y,,N,,
ZNF500,,ENSG00000103199,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF501,,ENSG00000186446,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0005730;GO:0000978;GO:0006357;GO:0007030;GO:1990837;GO:0003700;GO:0005515,Y,,N,,
ZNF502,,ENSG00000196653,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0006355;GO:0019076;GO:0044794,Y,,N,,
ZNF503,,ENSG00000165655,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF506,,ENSG00000081665,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006355;GO:0000978;GO:0000981;GO:0006357;GO:0005730,Y,,N,,
ZNF507,,ENSG00000168813,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF510,,ENSG00000081386,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0080090;GO:0060255;GO:0000981;GO:0006357,Y,,N,,
ZNF511,,ENSG00000198546,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0003700,Y,,N,,
ZNF512,,ENSG00000243943,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF; BED ZF,Likely to be sequence specific TF,Y,GO:0008270;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0006355;GO:0003700;GO:0005721,Y,,N,,
ZNF512B,,ENSG00000196700,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF513,,ENSG00000163795,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF514,,ENSG00000144026,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006355;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF516,,ENSG00000101493,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0045893;GO:0000978;GO:0000981;GO:0006357;GO:0006355;GO:0000987;GO:0060612;GO:0120162;GO:0050873;GO:0140297;GO:0009409,Y,,N,,
ZNF517,,ENSG00000197363,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006355;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF518A,,ENSG00000177853,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006325;GO:0000981;GO:0006357,Y,,N,,
ZNF518B,,ENSG00000178163,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006325;GO:0000981;GO:0006357,Y,,N,,
ZNF519,,ENSG00000175322,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF521,,ENSG00000198795,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF524,,ENSG00000171443,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF; AT hook,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:1990837;GO:0003700,Y,,N,,
ZNF525,,ENSG00000203326,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF526,,ENSG00000167625,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF527,,ENSG00000189164,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF528,,ENSG00000167555,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000122;GO:0000978;GO:0000981;GO:0006357;GO:0009891,Y,,N,,
ZNF529,,ENSG00000186020,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF530,,ENSG00000183647,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0005654;GO:0000978;GO:0000981;GO:0001227;GO:0043565;GO:0000122;GO:0006357,Y,,N,,
ZNF532,,ENSG00000074657,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0006355;GO:0003700,Y,,N,,
ZNF534,,ENSG00000198633,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF536,,ENSG00000198597,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0001227;GO:0006355;GO:0000122;GO:0045665;GO:0048387;GO:0044323,Y,,N,,
ZNF540,,ENSG00000171817,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005737;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0017148;GO:0005515;GO:0000978;GO:0000981;GO:0006357;GO:0010629;GO:0045892;GO:0000900,Y,,N,,
ZNF541,,ENSG00000118156,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF; Myb/SANT,Known motif,Y,,N,,N,,
ZNF543,,ENSG00000178229,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837,Y,,N,,
ZNF544,,ENSG00000198131,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF546,,ENSG00000187187,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF547,,ENSG00000152433,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0003690,Y,,N,,
ZNF548,,ENSG00000188785,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF549,,ENSG00000121406,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF550,,ENSG00000251369,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0000981;GO:0045944;GO:0006357;GO:0045892;GO:0000976;GO:0000977,Y,,N,,
ZNF551,,ENSG00000204519,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0045892,Y,,N,,
ZNF552,,ENSG00000178935,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF554,,ENSG00000172006,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0005730;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF555,,ENSG00000186300,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF556,,ENSG00000172000,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF557,,ENSG00000130544,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:1990837;GO:0000977,Y,,N,,
ZNF558,,ENSG00000167785,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF559,,ENSG00000188321,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF560,,ENSG00000198028,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000122;GO:0000981;GO:0043565;GO:0006357;GO:0000977,Y,,N,,
ZNF561,,ENSG00000171469,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF562,,ENSG00000171466,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0000981;GO:0006357;GO:1990837,Y,,N,,
ZNF563,,ENSG00000188868,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0045944;GO:0006357;GO:0000976;GO:0000977,Y,,N,,
ZNF564,,ENSG00000249709,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0006357;GO:0003700,Y,,N,,
ZNF565,,ENSG00000196357,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837,Y,,N,,
ZNF566,,ENSG00000186017,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF567,,ENSG00000189042,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0006357;GO:0003700,Y,,N,,
ZNF568,,ENSG00000198453,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000122;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:1990837;GO:0000976;GO:0001701;GO:0060669,Y,,N,,
ZNF569,,ENSG00000196437,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF57,,ENSG00000171970,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000981;GO:0006357;GO:0000977,Y,,N,,
ZNF570,,ENSG00000171827,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0045944;GO:0000976;GO:0000978;GO:0006357,Y,,N,,
ZNF571,,ENSG00000180479,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF572,,ENSG00000180938,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,,
ZNF573,,ENSG00000189144,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF574,,ENSG00000105732,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Known motif,Y,,N,,N,,
ZNF575,,ENSG00000176472,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF576,,ENSG00000124444,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0006355;GO:0003700,Y,,N,,
ZNF577,,ENSG00000161551,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0080090;GO:0060255;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
ZNF578,,ENSG00000258405,confirmed,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,GO:0006355;GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357,Y,,N,,
